route_id,physical_vehicle_id,trip_number,vehicle_type,propulsion,sequence,customer_id,delivered_weight_kg,delivered_volume_m3,leg_distance_km,arrival,arrival_minutes_exact,service_start,departure,waiting_minutes,late_minutes,is_green_customer,policy_window,policy_check_result,policy_safe_reason,policy_violation_reason
FUEL-3000-006-T03,FUEL-3000-006,3,FUEL-3000,fuel,1,44,3000.0,7.660308,46.3639,19:12,1152.096227973,19:12,19:32,0.0,43.096228,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-009-T04,FUEL-3000-009,4,FUEL-3000,fuel,1,51,3000.0,8.271821,39.868586,19:27,1167.17252557,19:27,19:47,0.0,48.172526,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-026-T01,FUEL-3000-026,1,FUEL-3000,fuel,1,54,3000.0,7.810805,96.105476,17:20,1039.502912931,17:20,17:40,0.497087,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-027-T01,FUEL-3000-027,1,FUEL-3000,fuel,1,54,3000.0,7.810805,96.105476,17:20,1039.502912931,17:20,17:40,0.497087,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-017-T02,FUEL-3000-017,2,FUEL-3000,fuel,1,53,3000.0,8.081198,20.713623,19:07,1147.105195153,19:07,19:27,0.0,15.105195,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-010-T04,FUEL-3000-010,4,FUEL-3000,fuel,1,53,3000.0,8.081198,20.713623,19:14,1154.257390978,19:14,19:34,0.0,22.257391,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-012-T03,FUEL-3000-012,3,FUEL-3000,fuel,1,40,2691.136,7.9507,54.444156,19:59,1198.79071068,19:59,20:19,0.0,54.790711,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-001-T02,FUEL-3000-001,2,FUEL-3000,fuel,1,27,3000.0,7.087797,78.403996,20:33,1232.696178527,20:33,20:53,0.0,85.696179,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-015-T02,FUEL-3000-015,2,FUEL-3000,fuel,1,55,3000.0,7.701108,66.043306,20:28,1227.694956761,20:28,20:48,0.0,75.694957,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-016-T02,FUEL-3000-016,2,FUEL-3000,fuel,1,55,3000.0,7.701108,66.043306,20:28,1227.694956761,20:28,20:48,0.0,75.694957,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-022-T02,FUEL-3000-022,2,FUEL-3000,fuel,1,55,3000.0,7.701108,66.043306,20:33,1233.165262805,20:33,20:53,0.0,81.165263,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-023-T02,FUEL-3000-023,2,FUEL-3000,fuel,1,55,3000.0,7.701108,66.043306,20:33,1233.165262805,20:33,20:53,0.0,81.165263,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-024-T02,FUEL-3000-024,2,FUEL-3000,fuel,1,68,3000.0,7.053107,50.88851,20:17,1216.722446658,20:17,20:37,0.0,28.722447,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-007-T04,FUEL-3000-007,4,FUEL-3000,fuel,1,68,3000.0,7.053107,50.88851,20:21,1221.049945823,20:21,20:41,0.0,33.049946,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-020-T02,FUEL-3000-020,2,FUEL-3000,fuel,1,47,2859.759,8.09606,16.530304,19:47,1187.275854547,19:47,20:07,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-021-T02,FUEL-3000-021,2,FUEL-3000,fuel,1,62,3000.0,8.700437,48.876357,20:22,1222.37103042,20:22,20:42,0.0,21.37103,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-004-T04,FUEL-3000-004,4,FUEL-3000,fuel,1,62,3000.0,8.700437,48.876357,20:23,1223.012098669,20:23,20:43,0.0,22.012099,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-003-T04,FUEL-3000-003,4,FUEL-3000,fuel,1,62,2804.296,8.132867,48.876357,20:28,1228.434949812,20:28,20:48,0.0,27.43495,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-008-T04,FUEL-3000-008,4,FUEL-3000,fuel,1,67,2918.815,8.92494,50.954142,20:34,1233.712536014,20:34,20:54,0.0,17.712536,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-025-T02,FUEL-3000-025,2,FUEL-3000,fuel,1,28,3000.0,7.331477,61.301908,20:46,1245.72268371,20:46,21:06,0.0,10.722684,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-005-T04,FUEL-3000-005,4,FUEL-3000,fuel,1,72,2725.323,7.50056,41.534331,20:29,1228.988961392,20:29,20:49,0.0,0.0,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-018-T02,FUEL-3000-018,2,FUEL-3000,fuel,1,71,3000.0,9.823975,74.701143,21:08,1267.768360189,21:08,21:28,0.0,22.76836,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-017-T03,FUEL-3000-017,3,FUEL-3000,fuel,1,78,1882.391,4.7241,72.530233,21:08,1268.273935061,21:08,21:28,0.0,13.273935,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-017-T03,FUEL-3000-017,3,FUEL-3000,fuel,2,50,824.837,2.271103,22.892313,21:53,1313.111887698,21:53,22:13,0.0,55.111888,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-019-T02,FUEL-3000-019,2,FUEL-3000,fuel,1,50,3000.0,8.260189,70.491243,21:10,1270.253825168,21:10,21:30,0.0,12.253825,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
FUEL-3000-010-T05,FUEL-3000-010,5,FUEL-3000,fuel,1,50,3000.0,8.260189,70.491243,21:13,1273.213845615,21:13,21:33,0.0,15.213846,0,"[08:00,16:00)",PASS,customer_outside_green_zone,
